,close,ema_fast,ema_slow,rsi,signal
2026-07-21 16:19:41.420574,100.24835707650561,100.24835707650561,100.24835707650561,50.0,0
2026-07-21 16:20:41.420574,100.17922492592002,100.22531302631043,100.24177306216413,0.0,0
2026-07-21 16:21:41.420574,100.50306919497037,100.31789841586375,100.26665840814567,82.40806645609032,0
2026-07-21 16:22:41.420574,101.26458412317439,100.63346031830065,100.36169895243412,94.01189530654048,0
2026-07-21 16:23:41.420574,101.14750743581271,100.80480935747134,100.43653785561304,85.35596737317037,0
2026-07-21 16:24:41.420574,101.03043895733812,100.88001922409362,100.49309986530115,78.16006467963516,0
2026-07-21 16:25:41.420574,101.82004536509181,101.19336127109302,100.61947562718598,86.07697454502603,0
2026-07-21 16:26:41.420574,102.20376272966827,101.53016175728479,100.77036011313668,88.16229439314964,0
2026-07-21 16:27:41.420574,101.9690255367008,101.6764496837568,100.8845187249047,80.76250601167149,0
2026-07-21 16:28:41.420574,102.24030555849379,101.86440164200248,101.0136412804846,82.46354449291584,0
2026-07-21 16:29:41.420574,102.00859671208755,101.91246666536418,101.10839894063727,76.67283266317096,0
2026-07-21 16:30:41.420574,101.77573183530242,101.86688838867693,101.17195445441492,71.61857906600147,0
2026-07-21 16:31:41.420574,101.89671297108544,101.87682991614643,101.2409790750502,72.55838640904472,0
2026-07-21 16:32:41.420574,100.94007284875654,101.56457756034982,101.21232133921272,57.50205957522364,1
2026-07-21 16:33:41.420574,100.07761393250003,101.06892301773323,101.10425396714484,48.44002700366598,0
2026-07-21 16:34:41.420574,99.79647016787953,100.644772067782,100.97970312911957,46.63343188650393,-1
2026-07-21 16:35:41.420574,99.29005460771232,100.19319958109212,100.81878422231888,39.662772446040485,0
2026-07-21 16:36:41.420574,99.44717827400996,99.94452581206474,100.6881550843847,32.73354590484605,0
2026-07-21 16:37:41.420574,98.99316623624935,99.62740595345963,100.52672757503848,30.7639807937758,0
2026-07-21 16:38:41.420574,98.28701438558171,99.18060876416699,100.31342155699497,27.83571889297609,0
2026-07-21 16:39:41.420574,99.01983877004248,99.12701876612549,100.19022319633282,27.167487651942196,0
2026-07-21 16:40:41.420574,98.90695061979922,99.05366271735008,100.06800676047249,21.87610950514494,0
2026-07-21 16:41:41.420574,98.94071472214318,99.01601338561446,99.96064561396494,23.24935439028826,0
2026-07-21 16:42:41.420574,98.22834062903645,98.75345580008846,99.7956641868289,17.122325892021877,0
2026-07-21 16:43:41.420574,97.95614926677386,98.48768695565028,99.6204722896808,17.00946793675702,0
2026-07-21 16:44:41.420574,98.0116105616288,98.3289948243098,99.46724736319966,18.445258010711456,0
2026-07-21 16:45:41.420574,97.43611377291765,98.0313678071791,99.2738060688871,15.254427029072644,0
2026-07-21 16:46:41.420574,97.62396278209047,97.89556613214955,99.11667813681123,20.654698164382026,0
2026-07-21 16:47:41.420574,97.32364343713108,97.70492523381007,98.94591292731788,22.9366926625558,0
2026-07-21 16:48:41.420574,97.17779656223443,97.52921567661821,98.77752089254803,23.563270402704617,0
2026-07-21 16:49:41.420574,96.87694325611974,97.31179153645206,98.59651349860246,24.583611572358308,0
2026-07-21 16:50:41.420574,97.8030823483742,97.47555514042611,98.52094862715215,35.0974913627427,0
2026-07-21 16:51:41.420574,97.79633373600524,97.5824813389525,98.45193768513816,38.19437601412874,0
2026-07-21 16:52:41.420574,97.2674782715273,97.47748031647744,98.33913202669903,39.57873049806612,0
2026-07-21 16:53:41.420574,97.67875072757889,97.54457045351126,98.27623856963997,35.32745678828823,0
2026-07-21 16:54:41.420574,97.06832890259338,97.38582326987198,98.16119955373077,31.859025676715177,0
2026-07-21 16:55:41.420574,97.17276070009575,97.3148024132799,98.06706252005124,32.79618424062858,0
2026-07-21 16:56:41.420574,96.19292563815587,96.94084348823856,97.88857329320406,31.173515013547032,0
2026-07-21 16:57:41.420574,95.52883261370665,96.47017319672793,97.66383608563288,29.066280662095892,0
2026-07-21 16:58:41.420574,95.62726323164121,96.18920320836568,97.4698767662051,29.588140986814665,0
2026-07-21 16:59:41.420574,95.99649652163892,96.12496764612344,97.32955483815118,37.22459184827625,0
2026-07-21 17:00:41.420574,96.08218066223391,96.11070531816026,97.21075729758763,36.065291388187994,0
2026-07-21 17:01:41.420574,96.02435652103978,96.08192238578678,97.09776674744023,37.71863851043984,0
2026-07-21 17:02:41.420574,95.87380467324513,96.01254981493958,96.98119893085023,37.685118938678166,0
2026-07-21 17:03:41.420574,95.13454367806142,95.71988110264687,96.8053270020132,34.80319444733871,0
2026-07-21 17:04:41.420574,94.77462157386407,95.4047945930526,96.61192648504662,20.69174052251877,0
2026-07-21 17:05:41.420574,94.54430218838418,95.11796379149646,96.41500988536448,19.833493477293487,0
2026-07-21 17:06:41.420574,95.07286330149364,95.10293029482887,96.2871864011863,29.641193087850255,0
2026-07-21 17:07:41.420574,95.24467244627786,95.1501776786452,96.18789935786168,26.36990867341234,0
2026-07-21 17:08:41.420574,94.3631523685965,94.88783590862897,96.01411393031262,25.05129448293988,0
2026-07-21 17:09:41.420574,94.5251943532939,94.76695539018395,95.87231206583465,25.8393471294454,0
2026-07-21 17:10:41.420574,94.33265321308573,94.62218799781789,95.72567788938238,30.1752504621045,0
2026-07-21 17:11:41.420574,93.99419221293276,94.41285606952286,95.56077449162528,32.42574647676264,0
2026-07-21 17:12:41.420574,94.3000303573532,94.37524749879964,95.44070362169461,35.49018264914821,0
2026-07-21 17:13:41.420574,94.81553011860117,94.52200837206682,95.38116328806666,37.48932528515111,0
2026-07-21 17:14:41.420574,95.28117017815927,94.77506230743097,95.37164013474214,42.14663405003315,-1
2026-07-21 17:15:41.420574,94.86156141654794,94.8038953438033,95.32306120919984,39.354764937272236,0
2026-07-21 17:16:41.420574,94.70695522862233,94.77158197207632,95.26438444914484,39.32557203418342,0
2026-07-21 17:17:41.420574,94.87258694432413,94.80525029615893,95.22707040106667,47.322601158647686,0
2026-07-21 17:18:41.420574,95.3603595078853,94.99028670006773,95.23976460171606,55.83421628786934,0
2026-07-21 17:19:41.420574,95.12077238896265,95.03378192969937,95.22843201002527,55.73132417956201,0
2026-07-21 17:20:41.420574,95.02794290063075,95.0318355866765,95.20933780913056,49.51103184417432,0
2026-07-21 17:21:41.420574,94.47477541362774,94.84614886232691,95.13937948574934,42.26194552023541,0
2026-07-21 17:22:41.420574,93.8766721015874,94.52298994208041,95.01912163963868,44.81511214107685,0
2026-07-21 17:23:41.420574,94.28293501278449,94.4429716323151,94.94900862755733,47.545771417606936,0
2026-07-21 17:24:41.420574,94.9610550270699,94.61566609723337,94.95015590370139,55.79585791938876,0
2026-07-21 17:25:41.420574,94.92504996627974,94.71879405358217,94.94776486204219,59.092765141732194,0
2026-07-21 17:26:41.420574,95.42681641522576,94.95480150746337,94.99338881948825,60.60085301753074,0
2026-07-21 17:27:41.420574,95.60763442774957,95.17241248089212,95.05188840122743,57.952983637871995,0
2026-07-21 17:28:41.420574,95.285074550447,95.20996650407709,95.07409660591502,50.040360784387374,1
2026-07-21 17:29:41.420574,95.46577235320122,95.29523512045179,95.1113990580375,56.570469747289586,0
2026-07-21 17:30:41.420574,96.2347906364342,95.60842029244594,95.21838873217052,64.65594511772633,0
2026-07-21 17:31:41.420574,96.21687761687923,95.81123940059038,95.31348291166658,63.27138364613634,0
2026-07-21 17:32:41.420574,96.99919944478623,96.207226081989,95.47402734339227,65.29005175807825,0
2026-07-21 17:33:41.420574,95.68932689274135,96.03459301890646,95.49453206237789,54.42148212166138,0
2026-07-21 17:34:41.420574,96.10027814492896,96.05648806091396,95.55222216547799,57.94607536412271,0
2026-07-21 17:35:41.420574,96.14380167904805,96.08559260029199,95.60856307153229,63.37803742231649,0
2026-07-21 17:36:41.420574,95.99429800381512,96.05516106813303,95.6452997317497,68.28902774228094,0
2026-07-21 17:37:41.420574,96.04017839208286,96.05016684278299,95.68290722321001,66.1840025523684,0
2026-07-21 17:38:41.420574,95.04639393478243,95.71557587344947,95.62228691002643,50.7427729273622,0
2026-07-21 17:39:41.420574,94.93655799086366,95.45590324592087,95.55697939391568,50.09889257765001,0
2026-07-21 17:40:41.420574,95.11511427661954,95.34230692282043,95.51489700179224,47.16388807623817,-1
2026-07-21 17:41:41.420574,95.8540612989903,95.51289171487706,95.54719836343014,52.03545328680009,0
2026-07-21 17:42:41.420574,95.59492618985348,95.5402365398692,95.55174387070856,52.58643308382695,0
2026-07-21 17:43:41.420574,95.19067938840688,95.42371748938177,95.51735677715601,47.78632493136972,0
2026-07-21 17:44:41.420574,94.93980086661462,95.2624119484594,95.46235145234255,38.631166821115706,0
2026-07-21 17:45:41.420574,95.39750192546565,95.30744194079483,95.45617530692569,43.32227218083108,0
2026-07-21 17:46:41.420574,95.5618774802955,95.39225378729506,95.46624218057995,36.97415348674442,0
2026-07-21 17:47:41.420574,95.29699737841197,95.3605016510007,95.45012362799253,45.61368521057875,0
2026-07-21 17:48:41.420574,95.55363109496865,95.42487813232336,95.45998148199025,43.669963326313095,0
2026-07-21 17:49:41.420574,95.60216986964267,95.48397537809646,95.47352323319525,43.73531502390392,0
2026-07-21 17:50:41.420574,96.08649236490912,95.68481437370069,95.53190124573942,50.989694911634935,1
2026-07-21 17:51:41.420574,95.73546581797044,95.70169818845727,95.55128834785667,46.93007230381705,0
2026-07-21 17:52:41.420574,95.57163474467156,95.65834370719537,95.55322609993428,56.354371812143384,0
2026-07-21 17:53:41.420574,95.37558066810547,95.56408936083207,95.53630748737915,55.20276662375742,0
2026-07-21 17:54:41.420574,94.64382319403941,95.25733397190119,95.45130898325155,45.06225211028741,0
2026-07-21 17:55:41.420574,94.7918833325717,95.10218375879137,95.38850654032966,37.298901817893736,0
2026-07-21 17:56:41.420574,94.92241096866165,95.04225949541481,95.34411648588508,41.70314863576375,-1
2026-07-21 17:57:41.420574,94.92496769698288,95.00316222927084,95.30419755360869,46.361254186752426,0
2026-07-21 17:58:41.420574,94.80767413029531,94.93799952961234,95.25690960853123,48.12189733737535,0
2026-07-21 17:59:41.420574,94.0999887592701,94.65866260616494,95.14672667050635,32.78038129271184,0
2026-07-21 18:00:41.420574,93.88966609788741,94.4023304367391,95.02700661597122,28.075054294319443,0
2026-07-21 18:01:41.420574,93.71830883962403,94.17432323770075,94.90236873250959,28.780882745756998,0
2026-07-21 18:02:41.420574,93.31717020501323,93.88860556013825,94.7513974441766,21.06382660047565,0
2026-07-21 18:03:41.420574,93.23652734918022,93.67124615648558,94.60712410179599,19.644603279146708,0
2026-07-21 18:04:41.420574,93.43855277758749,93.59368169685288,94.49583159472851,13.368361191541055,0
2026-07-21 18:05:41.420574,94.38164572819275,93.85633637396617,94.48495675029653,33.90740874778332,0
2026-07-21 18:06:41.420574,94.46893463460867,94.06053579418034,94.48343083451674,36.649485136719356,0
2026-07-21 18:07:41.420574,94.59770982997006,94.23959380611025,94.49431454836945,40.42626352628333,-1
2026-07-21 18:08:41.420574,94.56048687208697,94.34655816143582,94.50061667443778,48.76281825671743,0
2026-07-21 18:09:41.420574,93.60110126443745,94.09807252910304,94.41494854015204,35.75386334829959,0
2026-07-21 18:10:41.420574,93.58784432671284,93.92799646163964,94.33617671030069,33.57272479527033,0
2026-07-21 18:11:41.420574,93.61795943168336,93.82465078498755,94.2677750647181,34.020354473345364,0
2026-07-21 18:12:41.420574,94.849580487926,94.16629401930038,94.32318510502361,50.402641370759724,0
2026-07-21 18:13:41.420574,94.75340000553544,94.36199601471208,94.3641579526914,57.11400946793248,0
2026-07-21 18:14:41.420574,94.90417367670224,94.54272190204213,94.41558802164482,61.19054816817512,0
2026-07-21 18:15:41.420574,94.88681779184962,94.65742053197798,94.46046704737861,63.342568266248165,0
2026-07-21 18:16:41.420574,94.30247877303985,94.53910661233195,94.44542054506063,60.79890553590402,0
2026-07-21 18:17:41.420574,94.87389018029737,94.65070113498709,94.48622717698792,66.2023865523366,0
2026-07-21 18:18:41.420574,95.24985669664075,94.8504196555383,94.55895379790725,67.32713013142526,0
2026-07-21 18:19:41.420574,95.64537267016227,95.1154039937463,94.66242226193154,63.503639369716076,0
2026-07-21 18:20:41.420574,95.1906789427649,95.14049564341917,94.71273242201092,57.150778459762044,1
2026-07-21 18:21:41.420574,95.89207609823296,95.39102246169044,94.8250508673654,61.517280846090074,0
2026-07-21 18:22:41.420574,95.19115056683681,95.32439849673924,94.85991750541031,55.01885970546244,0
2026-07-21 18:23:41.420574,95.48457911373696,95.37779203573848,94.9194090871557,66.76592678929256,0
2026-07-21 18:24:41.420574,96.57980692664194,95.77846366603964,95.07754221472581,72.33157252975808,0
2026-07-21 18:25:41.420574,96.0845387640766,95.88048869871864,95.17344664799732,67.21484645022866,0
2026-07-21 18:26:41.420574,95.80138989927521,95.8541224322375,95.23325076716665,57.65657696285848,0
2026-07-21 18:27:41.420574,95.85121558181903,95.85315348209802,95.29210455903831,58.89743973383917,0
2026-07-21 18:28:41.420574,95.59947775476093,95.768594906319,95.32137819672617,55.54447552151096,0
2026-07-21 18:29:41.420574,94.82414603922787,95.45377861728863,95.27402275315491,49.554141938009856,0
2026-07-21 18:30:41.420574,94.85842752663088,95.25532825373605,95.23444225539072,54.29094618156539,0
2026-07-21 18:31:41.420574,94.32727566976783,94.94597739241331,95.14804543771234,45.754714755966624,0
2026-07-21 18:32:41.420574,94.56407188508541,94.81867555663734,95.09242890889072,44.55616647625839,-1
2026-07-21 18:33:41.420574,94.10435976796852,94.58057029374774,94.99832708594576,37.89069107615163,0
2026-07-21 18:34:41.420574,94.87932697047728,94.68015585265759,94.98699374161544,47.670637090186034,0
2026-07-21 18:35:41.420574,94.48770032430917,94.61600400987479,94.93944198758626,38.982574164606554,0
2026-07-21 18:36:41.420574,94.32666956620633,94.51955919531864,94.8810827093596,42.59041887917054,0
2026-07-21 18:37:41.420574,94.73342817489116,94.59084885517615,94.86702037274355,43.684479602236436,0
2026-07-21 18:38:41.420574,94.11799601667418,94.43323124234217,94.79568471978456,27.485095088613548,0
2026-07-21 18:39:41.420574,94.23172598397625,94.36606282288687,94.7419743639933,31.783487890537344,0
2026-07-21 18:40:41.420574,94.88529736111747,94.53914100229707,94.7556241732432,41.604652440535176,0
2026-07-21 18:41:41.420574,94.08155574383684,94.38661258281033,94.69142717996641,35.75123179001699,0
2026-07-21 18:42:41.420574,94.173872673103,94.31569927957456,94.64213627455085,38.21901347736479,0
2026-07-21 18:43:41.420574,94.30381407022722,94.31173754312545,94.60991511223432,45.1866202322489,0
2026-07-21 18:44:41.420574,94.69472550611587,94.4394001974556,94.61799229260399,48.57939190423687,0
2026-07-21 18:45:41.420574,94.07625015067683,94.31835018186268,94.56639780289665,47.8541202489041,0
2026-07-21 18:46:41.420574,93.41602184413469,94.0175740692867,94.45683818777646,40.848463027303964,0
